region,year,agegrp,pop_thousands,series
oecd-ex-us,2024,70-74,43235.922,estimate
oecd-ex-us,2024,75-79,36338.228,estimate
oecd-ex-us,2024,80-84,25917.434,estimate
oecd-ex-us,2024,85-89,16620.368,estimate
oecd-ex-us,2024,90-94,7593.896,estimate
oecd-ex-us,2024,95-99,2060.183,estimate
russia,1950,0-4,18501.593,estimate
russia,1950,10-14,21418.02,estimate
russia,1950,100+,1.371,estimate
russia,1950,15-19,16931.874,estimate
russia,1950,20-24,19902.633,estimate
russia,1950,25-29,13160.807,estimate
russia,1950,30-34,9642.699,estimate
russia,1950,35-39,12817.459,estimate
russia,1950,40-44,11359.146,estimate
russia,1950,45-49,9793.522,estimate
russia,1950,5-9,12795.216,estimate
russia,1950,50-54,7627.715,estimate
russia,1950,55-59,6272.397,estimate
russia,1950,60-64,5261.326,estimate
russia,1950,65-69,4052.956,estimate
russia,1950,70-74,2765.241,estimate
russia,1950,75-79,1864.704,estimate
russia,1950,80-84,1069.246,estimate
russia,1950,85-89,510.703,estimate
russia,1950,90-94,171.806,estimate
russia,1950,95-99,26.755,estimate
russia,1951,0-4,19950.778,estimate
russia,1951,10-14,21133.727,estimate
russia,1951,100+,1.928,estimate
russia,1951,15-19,17061.993,estimate
russia,1951,20-24,19972.528,estimate
russia,1951,25-29,14674.029,estimate
russia,1951,30-34,9679.967,estimate
russia,1951,35-39,12263.312,estimate
russia,1951,40-44,11725.916,estimate
russia,1951,45-49,10054.233,estimate
russia,1951,5-9,11796.111,estimate
russia,1951,50-54,7930.04,estimate
russia,1951,55-59,6459.359,estimate
russia,1951,60-64,5328.192,estimate
russia,1951,65-69,4182.179,estimate
russia,1951,70-74,2841.078,estimate
russia,1951,75-79,1849.391,estimate
russia,1951,80-84,1060.924,estimate
russia,1951,85-89,480.282,estimate
russia,1951,90-94,164.131,estimate
russia,1951,95-99,26.016,estimate
russia,1952,0-4,20892.511,estimate
russia,1952,10-14,19733.253,estimate
russia,1952,100+,2.267,estimate
russia,1952,15-19,17958.234,estimate
russia,1952,20-24,19420.094,estimate
russia,1952,25-29,16301.052,estimate
russia,1952,30-34,10175.198,estimate
russia,1952,35-39,11389.62,estimate
russia,1952,40-44,12094.852,estimate
russia,1952,45-49,10356.228,estimate
russia,1952,5-9,12066.221,estimate
russia,1952,50-54,8254.439,estimate
russia,1952,55-59,6595.645,estimate
russia,1952,60-64,5421.725,estimate
russia,1952,65-69,4283.676,estimate
russia,1952,70-74,2927.973,estimate
russia,1952,75-79,1824.293,estimate
russia,1952,80-84,1058.747,estimate
russia,1952,85-89,454.762,estimate
russia,1952,90-94,154.225,estimate
russia,1952,95-99,26.405,estimate
russia,1953,0-4,21685.787,estimate
russia,1953,10-14,17278.527,estimate
russia,1953,100+,2.393,estimate
russia,1953,15-19,19311.713,estimate
russia,1953,20-24,18407.282,estimate
russia,1953,25-29,17832.325,estimate
russia,1953,30-34,10896.187,estimate
russia,1953,35-39,10568.681,estimate
russia,1953,40-44,12459.637,estimate
russia,1953,45-49,10533.552,estimate
russia,1953,5-9,13369.073,estimate
russia,1953,50-54,8702.295,estimate
russia,1953,55-59,6730.669,estimate
russia,1953,60-64,5469.16,estimate
russia,1953,65-69,4430.537,estimate
russia,1953,70-74,3038.616,estimate
russia,1953,75-79,1849.782,estimate
russia,1953,80-84,1055.221,estimate
russia,1953,85-89,435.751,estimate
russia,1953,90-94,144.328,estimate
russia,1953,95-99,26.399,estimate
russia,1954,0-4,22167.835,estimate
russia,1954,10-14,14697.883,estimate
russia,1954,100+,2.345,estimate
russia,1954,15-19,20597.705,estimate
russia,1954,20-24,17340.662,estimate
russia,1954,25-29,19002.55,estimate
russia,1954,30-34,11832.5,estimate
russia,1954,35-39,9959.631,estimate
russia,1954,40-44,12698.334,estimate
russia,1954,45-49,10714.037,estimate
russia,1954,5-9,15383.588,estimate
russia,1954,50-54,9138.542,estimate
russia,1954,55-59,6887.727,estimate
russia,1954,60-64,5551.491,estimate
russia,1954,65-69,4553.237,estimate
russia,1954,70-74,3159.768,estimate
russia,1954,75-79,1889.465,estimate
russia,1954,80-84,1045.904,estimate
russia,1954,85-89,425.03,estimate
russia,1954,90-94,134.875,estimate
russia,1954,95-99,26.047,estimate
russia,1955,0-4,22493.517,estimate
russia,1955,10-14,12687.325,estimate
russia,1955,100+,2.219,estimate
russia,1955,15-19,21182.913,estimate
russia,1955,20-24,16788.694,estimate
russia,1955,25-29,19706.182,estimate
russia,1955,30-34,13061.595,estimate
russia,1955,35-39,9546.768,estimate
russia,1955,40-44,12593.55,estimate
russia,1955,45-49,11042.451,estimate
russia,1955,5-9,17514.041,estimate
russia,1955,50-54,9414.161,estimate
russia,1955,55-59,7175.114,estimate
russia,1955,60-64,5739.229,estimate
russia,1955,65-69,4595.051,estimate
russia,1955,70-74,3273.422,estimate
russia,1955,75-79,1928.154,estimate
russia,1955,80-84,1038.891,estimate
russia,1955,85-89,421.4,estimate
russia,1955,90-94,126.902,estimate
russia,1955,95-99,25.464,estimate
russia,1956,0-4,22853.236,estimate
russia,1956,10-14,11687.669,estimate
russia,1956,100+,2.219,estimate
russia,1956,15-19,20945.542,estimate
russia,1956,20-24,16924.465,estimate
russia,1956,25-29,19800.567,estimate
russia,1956,30-34,14555.268,estimate
russia,1956,35-39,9588.502,estimate
russia,1956,40-44,12062.17,estimate
russia,1956,45-49,11418.21,estimate
russia,1956,5-9,19057.507,estimate
russia,1956,50-54,9670.204,estimate
russia,1956,55-59,7483.399,estimate
russia,1956,60-64,5919.037,estimate
russia,1956,65-69,4669.425,estimate
russia,1956,70-74,3392.661,estimate
russia,1956,75-79,1992.643,estimate
russia,1956,80-84,1042.337,estimate
russia,1956,85-89,424.306,estimate
russia,1956,90-94,121.295,estimate
russia,1956,95-99,24.505,estimate
russia,1957,0-4,23231.105,estimate
russia,1957,10-14,11967.121,estimate
russia,1957,100+,2.314,estimate
russia,1957,15-19,19606.488,estimate
russia,1957,20-24,17817.937,estimate
russia,1957,25-29,19286.498,estimate
russia,1957,30-34,16164.799,estimate
russia,1957,35-39,10085.903,estimate
russia,1957,40-44,11213.445,estimate
russia,1957,45-49,11797.462,estimate
russia,1957,5-9,20116.34,estimate
russia,1957,50-54,9971.032,estimate
russia,1957,55-59,7812.628,estimate
russia,1957,60-64,6051.239,estimate
russia,1957,65-69,4773.788,estimate
russia,1957,70-74,3490.747,estimate
russia,1957,75-79,2058.651,estimate
russia,1957,80-84,1047.201,estimate
russia,1957,85-89,430.595,estimate
russia,1957,90-94,117.303,estimate
russia,1957,95-99,23.349,estimate
russia,1958,0-4,23694.054,estimate
russia,1958,10-14,13480.61,estimate
russia,1958,100+,2.326,estimate
russia,1958,15-19,17284.187,estimate
russia,1958,20-24,19115.614,estimate
russia,1958,25-29,18348.369,estimate
russia,1958,30-34,17642.383,estimate
russia,1958,35-39,10827.141,estimate
russia,1958,40-44,10378.844,estimate
russia,1958,45-49,12019.539,estimate
russia,1958,5-9,21055.589,estimate
russia,1958,50-54,10094.713,estimate
russia,1958,55-59,8230.687,estimate
russia,1958,60-64,6215.491,estimate
russia,1958,65-69,4838.291,estimate
russia,1958,70-74,3640.99,estimate
russia,1958,75-79,2131.639,estimate
russia,1958,80-84,1065.952,estimate
russia,1958,85-89,435.842,estimate
russia,1958,90-94,114.846,estimate
russia,1958,95-99,22.092,estimate
russia,1959,0-4,24010.231,estimate
russia,1959,10-14,15707.964,estimate
russia,1959,100+,2.263,estimate
russia,1959,15-19,14793.584,estimate
russia,1959,20-24,20416.071,estimate
russia,1959,25-29,17290.059,estimate
russia,1959,30-34,18740.264,estimate
russia,1959,35-39,11769.013,estimate
russia,1959,40-44,9745.707,estimate
russia,1959,45-49,12173.045,estimate
russia,1959,5-9,21688.968,estimate
russia,1959,50-54,10205.809,estimate
russia,1959,55-59,8643.065,estimate
russia,1959,60-64,6365.607,estimate
russia,1959,65-69,4938.921,estimate
russia,1959,70-74,3751.476,estimate
russia,1959,75-79,2232.61,estimate
russia,1959,80-84,1070.022,estimate
russia,1959,85-89,438.05,estimate
russia,1959,90-94,114.44,estimate
russia,1959,95-99,20.851,estimate
russia,1960,0-4,24244.313,estimate
russia,1960,10-14,17887.821,estimate
russia,1960,100+,2.165,estimate
russia,1960,15-19,12705.326,estimate
russia,1960,20-24,21128.963,estimate
russia,1960,25-29,16616.545,estimate
russia,1960,30-34,19455.29,estimate
russia,1960,35-39,12969.648,estimate
russia,1960,40-44,9371.484,estimate
russia,1960,45-49,12096.923,estimate
russia,1960,5-9,22085.559,estimate
russia,1960,50-54,10562.199,estimate
russia,1960,55-59,8870.45,estimate
russia,1960,60-64,6641.169,estimate
russia,1960,65-69,5116.093,estimate
russia,1960,70-74,3789.442,estimate
russia,1960,75-79,2338.593,estimate
russia,1960,80-84,1093.826,estimate
russia,1960,85-89,441.293,estimate
russia,1960,90-94,115.838,estimate
russia,1960,95-99,19.873,estimate
russia,1961,0-4,24545.107,estimate
russia,1961,10-14,19369.776,estimate
russia,1961,100+,2.047,estimate
russia,1961,15-19,11663.491,estimate
russia,1961,20-24,21015.69,estimate
russia,1961,25-29,16654.261,estimate
russia,1961,30-34,19599.723,estimate
russia,1961,35-39,14422.363,estimate
russia,1961,40-44,9475.129,estimate
russia,1961,45-49,11552.024,estimate
russia,1961,5-9,22473.826,estimate
russia,1961,50-54,10948.316,estimate
russia,1961,55-59,9091.75,estimate
russia,1961,60-64,6939.17,estimate
russia,1961,65-69,5275.022,estimate
russia,1961,70-74,3862.641,estimate
russia,1961,75-79,2441.867,estimate
russia,1961,80-84,1140.919,estimate
russia,1961,85-89,448.635,estimate
russia,1961,90-94,118.567,estimate
russia,1961,95-99,19.223,estimate
russia,1962,0-4,24645.326,estimate
russia,1962,10-14,20279.182,estimate
russia,1962,100+,1.933,estimate
russia,1962,15-19,12008.317,estimate
russia,1962,20-24,19712.757,estimate
russia,1962,25-29,17498.237,estimate
russia,1962,30-34,19150.312,estimate
russia,1962,35-39,15964.612,estimate
russia,1962,40-44,10025.391,estimate
russia,1962,45-49,10722.118,estimate
russia,1962,5-9,22858.435,estimate
russia,1962,50-54,11287.931,estimate
russia,1962,55-59,9427.224,estimate
russia,1962,60-64,7207.253,estimate
russia,1962,65-69,5387.568,estimate
russia,1962,70-74,3941.804,estimate
russia,1962,75-79,2512.832,estimate
russia,1962,80-84,1183.745,estimate
russia,1962,85-89,455.322,estimate
russia,1962,90-94,121.863,estimate
russia,1962,95-99,18.839,estimate
russia,1963,0-4,24478.726,estimate
russia,1963,10-14,20991.593,estimate
russia,1963,100+,1.821,estimate
russia,1963,15-19,13456.164,estimate
russia,1963,20-24,17286.076,estimate
russia,1963,25-29,18832.408,estimate
russia,1963,30-34,18216.717,estimate
russia,1963,35-39,17396.36,estimate
russia,1963,40-44,10723.914,estimate
russia,1963,45-49,10020.555,estimate
russia,1963,5-9,23315.531,estimate
russia,1963,50-54,11631.436,estimate
russia,1963,55-59,9638.583,estimate
russia,1963,60-64,7614.766,estimate
russia,1963,65-69,5489.469,estimate
russia,1963,70-74,3971.413,estimate
russia,1963,75-79,2632.48,estimate
russia,1963,80-84,1266.512,estimate
russia,1963,85-89,469.18,estimate
russia,1963,90-94,125.001,estimate
russia,1963,95-99,18.746,estimate
russia,1964,0-4,23992.495,estimate
russia,1964,10-14,21455.093,estimate
russia,1964,100+,1.727,estimate
russia,1964,15-19,15565.955,estimate
russia,1964,20-24,14697.903,estimate
russia,1964,25-29,20238.69,estimate
russia,1964,30-34,17073.251,estimate
russia,1964,35-39,18515.145,estimate
russia,1964,40-44,11584.537,estimate
russia,1964,45-49,9529.101,estimate
russia,1964,5-9,23747.781,estimate
russia,1964,50-54,11889.458,estimate
russia,1964,55-59,9862.848,estimate
russia,1964,60-64,8011.884,estimate
russia,1964,65-69,5624.689,estimate
russia,1964,70-74,4022.556,estimate
russia,1964,75-79,2750.632,estimate
russia,1964,80-84,1363.394,estimate
russia,1964,85-89,474.439,estimate
russia,1964,90-94,127.206,estimate
russia,1964,95-99,19.045,estimate
russia,1965,0-4,23190.851,estimate
russia,1965,10-14,21875.406,estimate
russia,1965,100+,1.647,estimate
russia,1965,15-19,17729.445,estimate
russia,1965,20-24,12631.887,estimate
russia,1965,25-29,20969.735,estimate
russia,1965,30-34,16394.002,estimate
russia,1965,35-39,19220.902,estimate
russia,1965,40-44,12801.746,estimate
russia,1965,45-49,9133.86,estimate
russia,1965,5-9,24123.754,estimate
russia,1965,50-54,11828.289,estimate
russia,1965,55-59,10201.681,estimate
russia,1965,60-64,8271.694,estimate
russia,1965,65-69,5876.534,estimate
russia,1965,70-74,4165.235,estimate
russia,1965,75-79,2782.977,estimate
russia,1965,80-84,1431.405,estimate
russia,1965,85-89,488.874,estimate
russia,1965,90-94,129.59,estimate
russia,1965,95-99,19.606,estimate
russia,1966,0-4,22328.366,estimate
russia,1966,10-14,22290.874,estimate
russia,1966,100+,1.588,estimate
russia,1966,15-19,19239.947,estimate
russia,1966,20-24,11607.074,estimate
russia,1966,25-29,20875.255,estimate
russia,1966,30-34,16432.559,estimate
russia,1966,35-39,19361.66,estimate
russia,1966,40-44,14226.161,estimate
russia,1966,45-49,9232.191,estimate
russia,1966,5-9,24468.137,estimate
russia,1966,50-54,11287.015,estimate
russia,1966,55-59,10548.539,estimate
russia,1966,60-64,8513.749,estimate
russia,1966,65-69,6154.003,estimate
russia,1966,70-74,4306.211,estimate
russia,1966,75-79,2821.535,estimate
russia,1966,80-84,1492.002,estimate
russia,1966,85-89,515.19,estimate
russia,1966,90-94,133.283,estimate
russia,1966,95-99,20.36,estimate
russia,1967,0-4,21541.291,estimate
russia,1967,10-14,22752.452,estimate
russia,1967,100+,1.571,estimate
russia,1967,15-19,20152.259,estimate
russia,1967,20-24,11938.551,estimate
russia,1967,25-29,19599.899,estimate
russia,1967,30-34,17261.899,estimate
russia,1967,35-39,18897.347,estimate
russia,1967,40-44,15738.083,estimate
russia,1967,45-49,9786.701,estimate
russia,1967,5-9,24586.627,estimate
russia,1967,50-54,10427.729,estimate
russia,1967,55-59,10880.594,estimate
russia,1967,60-64,8835.534,estimate
russia,1967,65-69,6413.323,estimate
russia,1967,70-74,4431.813,estimate
russia,1967,75-79,2863.396,estimate
russia,1967,80-84,1543.176,estimate
russia,1967,85-89,539.02,estimate
russia,1967,90-94,136.657,estimate
russia,1967,95-99,21.221,estimate
russia,1968,0-4,20837.09,estimate
russia,1968,10-14,23326.121,estimate
russia,1968,100+,1.588,estimate
russia,1968,15-19,20881.127,estimate
russia,1968,20-24,13346.496,estimate
russia,1968,25-29,17209.752,estimate
russia,1968,30-34,18592.485,estimate
russia,1968,35-39,17951.489,estimate
russia,1968,40-44,17128.754,estimate
russia,1968,45-49,10469.93,estimate
russia,1968,5-9,24436.046,estimate
russia,1968,50-54,9723.265,estimate
russia,1968,55-59,11205.535,estimate
russia,1968,60-64,9063.717,estimate
russia,1968,65-69,6782.835,estimate
russia,1968,70-74,4530.542,estimate
russia,1968,75-79,2884.649,estimate
russia,1968,80-84,1617.639,estimate
russia,1968,85-89,583.189,estimate
russia,1968,90-94,142.108,estimate
russia,1968,95-99,21.967,estimate
russia,1969,0-4,20317.806,estimate
russia,1969,10-14,23840.243,estimate
russia,1969,100+,1.63,estimate
russia,1969,15-19,21339.872,estimate
russia,1969,20-24,15436.38,estimate
russia,1969,25-29,14653.058,estimate
russia,1969,30-34,20004.318,estimate
russia,1969,35-39,16791.922,estimate
russia,1969,40-44,18186.301,estimate
russia,1969,45-49,11308.853,estimate
russia,1969,5-9,23996.421,estimate
russia,1969,50-54,9224.465,estimate
russia,1969,55-59,11436.175,estimate
russia,1969,60-64,9300.895,estimate
russia,1969,65-69,7139.374,estimate
russia,1969,70-74,4650.362,estimate
russia,1969,75-79,2911.874,estimate
russia,1969,80-84,1693.87,estimate
russia,1969,85-89,630.293,estimate
russia,1969,90-94,143.805,estimate
russia,1969,95-99,22.455,estimate
russia,1970,0-4,20212.549,estimate
russia,1970,10-14,24091.045,estimate
russia,1970,100+,1.701,estimate
russia,1970,15-19,21689.123,estimate
russia,1970,20-24,17621.655,estimate
russia,1970,25-29,12596.866,estimate
russia,1970,30-34,20726.199,estimate
russia,1970,35-39,16054.692,estimate
russia,1970,40-44,18795.971,estimate
russia,1970,45-49,12624.4,estimate
russia,1970,5-9,23176.368,estimate
russia,1970,50-54,8846.461,estimate
russia,1970,55-59,11383.765,estimate
russia,1970,60-64,9552.049,estimate
russia,1970,65-69,7383.883,estimate
russia,1970,70-74,4803.778,estimate
russia,1970,75-79,2977.508,estimate
russia,1970,80-84,1718.029,estimate
russia,1970,85-89,661.763,estimate
russia,1970,90-94,148.873,estimate
russia,1970,95-99,22.977,estimate
russia,1971,0-4,20340.975,estimate
russia,1971,10-14,24234.21,estimate
russia,1971,100+,1.787,estimate
russia,1971,15-19,22062.877,estimate
russia,1971,20-24,19101.615,estimate
russia,1971,25-29,11602.331,estimate
russia,1971,30-34,20591.307,estimate
russia,1971,35-39,16101.807,estimate
russia,1971,40-44,18844.885,estimate
russia,1971,45-49,14092.821,estimate
russia,1971,5-9,22262.51,estimate
russia,1971,50-54,8993.534,estimate
russia,1971,55-59,10837.846,estimate
russia,1971,60-64,9816.574,estimate
russia,1971,65-69,7589.035,estimate
russia,1971,70-74,5007.367,estimate
russia,1971,75-79,3077.295,estimate
russia,1971,80-84,1719.155,estimate
russia,1971,85-89,689.923,estimate
russia,1971,90-94,158.214,estimate
russia,1971,95-99,23.73,estimate
russia,1972,0-4,20536.454,estimate
russia,1972,10-14,24323.048,estimate
russia,1972,100+,1.859,estimate
russia,1972,15-19,22451.378,estimate
russia,1972,20-24,19927.434,estimate
russia,1972,25-29,11980.369,estimate
russia,1972,30-34,19316.923,estimate
russia,1972,35-39,16973.266,estimate
russia,1972,40-44,18364.628,estimate
russia,1972,45-49,15466.62,estimate
russia,1972,5-9,21446.331,estimate
russia,1972,50-54,9598.164,estimate
russia,1972,55-59,9965.808,estimate
russia,1972,60-64,10146.97,estimate
russia,1972,65-69,7827.319,estimate
russia,1972,70-74,5252.065,estimate
russia,1972,75-79,3182.7,estimate
russia,1972,80-84,1730.152,estimate
russia,1972,85-89,711.21,estimate
russia,1972,90-94,166.117,estimate
russia,1972,95-99,24.372,estimate
russia,1973,0-4,20851.096,estimate
russia,1973,10-14,24144.098,estimate
russia,1973,100+,1.921,estimate
russia,1973,15-19,22935.847,estimate
russia,1973,20-24,20576.52,estimate
russia,1973,25-29,13409.612,estimate
russia,1973,30-34,16952.479,estimate
russia,1973,35-39,18317.113,estimate
russia,1973,40-44,17447.218,estimate
russia,1973,45-49,16702.725,estimate
russia,1973,5-9,20707.023,estimate
russia,1973,50-54,10334.58,estimate
russia,1973,55-59,9300.594,estimate
russia,1973,60-64,10422.519,estimate
russia,1973,65-69,8022.343,estimate
russia,1973,70-74,5542.895,estimate
russia,1973,75-79,3244.443,estimate
russia,1973,80-84,1737.52,estimate
russia,1973,85-89,748.865,estimate
russia,1973,90-94,181.445,estimate
russia,1973,95-99,25.483,estimate
russia,1974,0-4,21213.749,estimate
russia,1974,10-14,23669.117,estimate
russia,1974,100+,1.969,estimate
russia,1974,15-19,23357.504,estimate
russia,1974,20-24,21036.488,estimate
russia,1974,25-29,15394.9,estimate
russia,1974,30-34,14473.934,estimate
russia,1974,35-39,19703.868,estimate
russia,1974,40-44,16351.2,estimate
russia,1974,45-49,17651.876,estimate
russia,1974,5-9,20185.503,estimate
russia,1974,50-54,11181.746,estimate
russia,1974,55-59,8839.494,estimate
russia,1974,60-64,10612.206,estimate
russia,1974,65-69,8223.774,estimate
russia,1974,70-74,5848.606,estimate
russia,1974,75-79,3332.304,estimate
russia,1974,80-84,1745.161,estimate
russia,1974,85-89,787.263,estimate
russia,1974,90-94,196.357,estimate
russia,1974,95-99,25.675,estimate
russia,1975,0-4,21585.974,estimate
russia,1975,10-14,22931.432,estimate
russia,1975,100+,2.028,estimate
russia,1975,15-19,23696.863,estimate
russia,1975,20-24,21432.645,estimate
russia,1975,25-29,17463.741,estimate
russia,1975,30-34,12497.423,estimate
russia,1975,35-39,20430.027,estimate
russia,1975,40-44,15686.336,estimate
russia,1975,45-49,18266.228,estimate
russia,1975,5-9,19973.195,estimate
russia,1975,50-54,12317.158,estimate
russia,1975,55-59,8472.98,estimate
russia,1975,60-64,10541.878,estimate
russia,1975,65-69,8473.429,estimate
russia,1975,70-74,6089.856,estimate
russia,1975,75-79,3477.638,estimate
russia,1975,80-84,1794.71,estimate
russia,1975,85-89,795.179,estimate
russia,1975,90-94,205.274,estimate
russia,1975,95-99,26.618,estimate
russia,1976,0-4,21898.436,estimate
russia,1976,10-14,22110.995,estimate
russia,1976,100+,2.104,estimate
russia,1976,15-19,24046.11,estimate
russia,1976,20-24,21878.932,estimate
russia,1976,25-29,18918.065,estimate
russia,1976,30-34,11522.744,estimate
russia,1976,35-39,20313.745,estimate
russia,1976,40-44,15781.309,estimate
russia,1976,45-49,18315.479,estimate
russia,1976,5-9,20022.863,estimate
russia,1976,50-54,13607.696,estimate
russia,1976,55-59,8585.633,estimate
russia,1976,60-64,10028.439,estimate
russia,1976,65-69,8738.413,estimate
russia,1976,70-74,6305.114,estimate
russia,1976,75-79,3658.787,estimate
russia,1976,80-84,1861.817,estimate
russia,1976,85-89,791.997,estimate
russia,1976,90-94,213.578,estimate
russia,1976,95-99,28.483,estimate
russia,1977,0-4,22142.499,estimate
russia,1977,10-14,21330.746,estimate
russia,1977,100+,2.158,estimate
russia,1977,15-19,24249.72,estimate
russia,1977,20-24,22364.95,estimate
russia,1977,25-29,19770.871,estimate
russia,1977,30-34,11902.265,estimate
russia,1977,35-39,19046.144,estimate
russia,1977,40-44,16608.118,estimate
russia,1977,45-49,17821.17,estimate
russia,1977,5-9,20269.957,estimate
russia,1977,50-54,14908.784,estimate
russia,1977,55-59,9162.007,estimate
russia,1977,60-64,9207.347,estimate
russia,1977,65-69,9039.036,estimate
russia,1977,70-74,6525.405,estimate
russia,1977,75-79,3876.789,estimate
russia,1977,80-84,1923.427,estimate
