region,year,stock,head,imm_head,investment,depreciation,writeoff,mig_in,mig_out,revaluation,charge_own,charge_imm,gdppc,net_own,net_total
us,2039,37400343854080.5,161415402.76938817,0.0,1690747616347.5635,1949081677830.7317,219709765281.51324,0.0,0.0,9578536349.073193,2168791443112.2449,0.0,75413.19755883177,-478043826764.6814,-478043826764.6814
oecd-ex-us,2039,46145267094622.15,350386402.4320892,0.0,1798625357287.228,2507196787519.028,255009733452.49182,0.0,0.0,9860904752.657043,2762206520971.5195,0.0,54366.75081942342,-963581163684.2915,-963581163684.2915
china,2039,45452134244783.77,668773605.6087301,0.0,1249446432557.2322,2491415322276.3423,246623894522.3414,0.0,0.0,17684049427.10268,2738039216798.6836,0.0,34857.18423294564,-1488592784241.4514,-1488592784241.4514
india,2039,22414140221112.633,883390224.5739574,0.0,1673207503946.3643,1091294016785.3136,326337266089.2638,0.0,0.0,8376217295.241807,1417631282874.5774,0.0,14505.157429905297,255576221071.78687,255576221071.78687
latam,2039,14532865381312.725,314894015.3483763,0.0,786520294128.9302,707527600657.9612,110804264743.18925,0.0,0.0,188628621168.55472,818331865401.1504,0.0,23166.841171932578,-31811571272.220215,-31811571272.220215
seasia,2039,15200074912412.514,358714072.6312368,0.0,863089376427.8813,730780472563.7091,110471898421.90169,0.0,0.0,5505834933.21485,841252370985.6108,0.0,21252.175630055888,21837005442.270508,21837005442.270508
russia,2039,11263893551736.783,143683358.54431203,0.0,531848990878.2868,564664253630.4949,67481575806.110115,0.0,0.0,4660412175.924289,632145829436.605,0.0,30931.918550251008,-100296838558.31818,-100296838558.31818
mena,2039,19008331989399.92,267304311.99465415,0.0,1470398268831.621,931286923603.2427,304743156674.5149,0.0,0.0,175785268889.47107,1236030080277.7576,0.0,31176.93630317324,234368188553.86353,234368188553.86353
ssa,2039,10593248528699.562,773478399.1836933,0.0,879508773777.0349,390242694557.4011,63381802207.11421,0.0,0.0,4703408135.088872,453624496764.5153,0.0,7452.858722594691,425884277012.5196,425884277012.5196
us,2040,36931307001555.53,160235936.38983762,0.0,1671649810617.1572,1931391820997.045,219398433048.92276,0.0,0.0,10103590903.824604,2150790254045.9678,0.0,76558.2313567015,-479140443428.81055,-479140443428.81055
oecd-ex-us,2040,45187121664539.36,345742483.7374178,0.0,1758280172271.7996,2471312790843.3486,255297774486.30792,0.0,0.0,10184962975.043959,2726610565329.6567,0.0,55463.80043567204,-968330393057.8572,-968330393057.8572
china,2040,43954187494953.85,655673147.4362451,0.0,1172192608540.686,2441511085095.4326,245887969502.7929,0.0,0.0,17259696227.62821,2687399054598.2256,0.0,35798.4451373568,-1515206446057.5396,-1515206446057.5396
india,2040,22634215257198.0,886013795.560005,0.0,1650415050645.6836,1101831569274.705,336927311166.2201,0.0,0.0,8418865880.602836,1438758880440.9253,0.0,15094.052517035112,211656170204.7583,211656170204.7583
latam,2040,14486860041964.875,313430157.84229505,0.0,768526905180.5873,706247447624.5835,113094694443.86752,0.0,0.0,4809897540.030584,819342142068.451,0.0,23938.672627134798,-50815236887.86377,-50815236887.86377
seasia,2040,15207066124107.582,357741098.95830137,0.0,846096052498.9224,731651354534.3826,112939296799.42216,0.0,0.0,5485810529.953892,844590651333.8047,0.0,21988.651291527007,1505401165.1176758,1505401165.1176758
russia,2040,11322926507166.484,142980623.39562446,0.0,522518897223.0318,560058774575.8385,69312121211.17776,0.0,0.0,165884953993.68893,629370895787.0162,0.0,31824.163845901876,-106851998563.98444,-106851998563.98444
mena,2040,19212305169483.367,268596705.4474502,0.0,1455481378463.108,941814481929.824,314103787018.66144,0.0,0.0,4410070568.817141,1255918268948.4854,0.0,32072.453254497323,199563109514.62256,199563109514.62256
ssa,2040,11011690880772.355,796699325.1082362,0.0,885501924756.5226,405449878816.3071,66394343577.86141,0.0,0.0,4784649710.438698,471844222394.1685,0.0,7833.2915700960575,413657702362.35406,413657702362.35406
us,2041,37086737340177.195,159010996.90036216,0.0,1653370200824.6565,1911073403655.2644,224812874853.6675,0.0,0.0,637946416305.9396,2135886278508.932,0.0,77720.4400300647,-482516077684.2754,-482516077684.2754
oecd-ex-us,2041,44226262192326.28,340956215.92315865,0.0,1719220355738.9873,2434378874508.8716,255105068844.64783,0.0,0.0,9404115401.42749,2689483943353.5195,0.0,56578.66781999596,-970263587614.5322,-970263587614.5322
china,2041,42450739392207.414,642249799.265809,0.0,1114326263100.2114,2389688960418.5054,244808863542.17905,0.0,0.0,16723458114.064642,2634497823960.6846,0.0,36758.64033099737,-1520171560860.4731,-1520171560860.4731
india,2041,22811797750928.023,898472102.1408242,0.0,1627435145386.045,1111093421031.367,346321785117.0058,0.0,0.0,7562554492.355914,1457415206148.3728,0.0,15700.988885761122,170019939237.67212,170019939237.67212
latam,2041,14423171291242.617,311745941.14321417,0.0,751116347421.9086,704382572003.8195,115120117507.97473,0.0,0.0,4697591367.610063,819502689511.7942,0.0,24729.583497995896,-68386342089.88562,-68386342089.88562
seasia,2041,15374256554671.855,356544371.9281481,0.0,830231917385.3751,729483347238.4502,117226449920.21799,0.0,0.0,183668310337.57138,846709797158.6682,0.0,22744.10493910228,-16477879773.29309,-16477879773.29309
russia,2041,11215632143137.11,142217595.714214,0.0,513581578995.23566,556601077516.3966,69300495818.3508,0.0,0.0,5025630310.1453705,625901573334.7474,0.0,32735.492864546854,-112319994339.51178,-112319994339.51178
mena,2041,19384069194960.97,269666885.6910414,0.0,1441232608159.4932,951322986239.2732,322524996279.0171,0.0,0.0,4379399836.405247,1273847982518.2903,0.0,32987.046709856564,167384625641.20288,167384625641.20288
ssa,2041,11417347371897.17,819805994.8069205,0.0,890859224937.8053,420668354915.0563,69356399480.6678,0.0,0.0,4822020582.735316,490024754395.72406,0.0,8228.835205939338,400834470542.08124,400834470542.08124
us,2042,36615794166433.42,157750280.43875054,0.0,1633112777839.944,1892761823900.0269,221374615744.28482,0.0,0.0,10080488060.59006,2114136439644.3118,0.0,78900.0811648572,-481023661804.3677,-481023661804.3677
oecd-ex-us,2042,44098942529711.27,336066369.105239,0.0,1681804998119.394,2397484976006.1177,257821075058.7644,0.0,0.0,846181390330.5137,2655306051064.882,0.0,57711.60529050268,-973501052945.4878,-973501052945.4878
china,2042,40961126891536.58,628628445.5292547,0.0,1067657700080.41,2336439113094.869,237390101633.1903,0.0,0.0,16559013976.792963,2573829214728.0596,0.0,37738.03432997924,-1506171514647.6494,-1506171514647.6494
